timestamp,sentence,author
2022-12-27 11:26:00,U.S.-listed Chinese stocks rise as China eases COVID-19 lockdown restrictions,by Steve Goldstein
2022-12-27 05:01:00,Alibaba and JD.com Stocks Rise as China Plans to Open Its Borders,by Joseph Adinolfi
2022-12-19 12:41:00,Why a ‘Continued Positive Rerating’ May Be Coming for Alibaba and Chinese Tech,by Barron's
2022-12-15 11:14:00,Chinese Companies Dodge Delisting Risk as U.S. Gains Full Audit Access,by Tomi Kilgore
2022-12-14 10:48:00,What to Make of Alibaba Stock’s Wild 5 Days of Trading,by Barron's
2022-12-12 11:03:00,Alibaba Stock Has Had Huge Gains and Losses. Why China’s Reopening Is Whipsawing Shares.,by Tomi Kilgore
2022-12-08 06:16:00,Chinese companies and U.S. casino operators with Macau operations climb in premarket trade,by William Watts
2022-12-07 09:18:00,Alibaba Stock Is Dropping. Further Easing of China’s Covid-19 Measures Isn’t Helping.,by Barron's
2022-12-05 16:15:00,"Stocks Moving the Most Today: Rackspace, Tilray, Tesla, and More",by Emily Bary
2022-12-05 09:02:00,"Alibaba, JD.com Rise in Chinese Stock Rally on Loosening Covid-19 Restrictions",by Joseph Adinolfi
2022-12-05 09:00:00,Chinese stocks rally on reopening hopes; Burry tweets 'I like Hong Kong',by Barron's
2022-12-05 08:06:00,"Nio, Alibaba, Bilibili among China stocks set for another rally as Covid controls ease",by Isabel Wang
2022-12-05 07:37:00,Chinese ADRs rally,by Barron's
2022-12-05 05:36:00,Chinese ADRs and casino operators rally on signs of easing COVID restrictions,by Associated Press
2022-12-03 13:18:00,U.S.-traded Chinese stocks clinch best week since at least March as reopening hopes help spark rebound,by Barron's
2022-12-01 09:36:00,A Rebound Is Here for Chinese Stocks. But It Might Not Last Long.,by Barron's
2022-12-01 09:10:00,Golden Dragon China ETF pulls back after record monthly rally in November,by Tomi Kilgore
2022-12-01 08:58:00,"Alibaba, Tencent, and Xpeng Stocks Rally as China Loosens Covid Curbs",by Tomi Kilgore
2022-12-01 07:42:00,Alibaba stock flies to biggest monthly gain in 7 years,by Joseph Adinolfi
2022-11-30 16:50:00,Dow ends over 700 points higher to exit bear market after Powell signals smaller interest-rate hikes ahead,by Daron Acemoglu
2022-11-29 11:04:00,Why Alibaba and Other Chinese Stocks Are Surging Despite Covid Unrest,by Emily Bary
2022-11-29 08:12:00,"China stocks including Alibaba, Nio rally as Chinese officials say they’ll boost vaccines for the elderly",by Barron's
2022-11-28 16:56:00,"U.S. stocks have worst day in nearly three weeks as hawkish Fed speak, China worries rattle markets",by Emily Bary
2022-11-28 10:08:00,Chinese Stocks Like Alibaba Aren’t Reacting Much to the Covid-19 Unrest. Not Yet.,by Tomi Kilgore
2022-11-28 08:00:00,Adding International Exposure,by Tomi Kilgore
2022-11-26 11:24:00,Why China’s COVID policies are rattling investors again,by Tomi Kilgore
2022-11-25 14:21:00,Tencent Stock Is Falling. It’s Not Just Covid.,by Tomi Kilgore
2022-11-25 09:23:00,Beijing on edge as city adds new quarantine centers,by Tomi Kilgore
2022-11-24 11:08:00,Alibaba and Other Chinese Stocks Keep Rallying. A Big Risk Is Being Ignored.,by Joseph Adinolfi
2022-11-18 10:00:00,"Alibaba Gets a Price Target Cut After Strong Earnings. Economy Will Take a Toll, Analyst Says.",by Barron's
2022-11-18 08:13:00,Stocks post first back-to-back loss in 2 weeks after Fed speakers suggest interest rates may top out higher,by Joseph Adinolfi
2022-11-18 06:23:00,China’s economy is rotting from the head,by Barron's
2022-11-17 16:46:00,Alibaba stock pops after earnings as cost cuts pay off,by Barron's
2022-11-17 12:18:00,Alibaba Topped Earnings Forecasts But Covid Restrictions Drag on Revenue,by Barron's
2022-11-17 11:46:00,Alibaba stock heads higher after earnings as profit tops expectations,by Barron's
2022-11-17 10:16:00,"Dow ekes out gain, stocks end higher on signs of easing inflation, but Russia’s war in Ukraine intensifies",by Barron's
2022-11-17 06:56:00,China’s Bull Market Charged Past Poor Economic Data. Alibaba and Tencent Soared.,by Barron's
2022-11-17 06:44:00,"Dow closes lower after stock-market gains evaporate, investors re-evaluate peak-inflation narrative",by Anviksha Patel
2022-11-17 06:44:00,SoftBank Group Shares Slide on Vision Fund Losses and Lack of New Buybacks,by Barron's
2022-11-17 06:42:00,Alibaba and JD.com Stocks Are Rising. Don’t Thank Singles Day Sales Results.,by Emily Bary
2022-11-17 06:41:00,"Walmart, Nvidia, Target, Alibaba, General Motors, and Other Stocks to Watch This Week",by Barron's
2022-11-17 06:40:00,Was China’s Singles Day a Dud?  Alibaba and JD.com Decline to Give Numbers.,by Emily Bary
2022-11-15 16:36:00,Japan’s SoftBank Turns a Profit After Reducing Stake in Alibaba,by Barron's
2022-11-15 11:15:00,"Alibaba, JD.Com Stocks Surge After China Relaxes Some Covid-19 Measures",by Emily Bary
2022-11-14 16:33:00,China’s Biggest Shopping Event Is Friday. Why the Stakes Are High.,by Tomi Kilgore
2022-11-14 15:37:00,Alibaba’s Big Sale Is on Track to Set a Record. Why the Stock Still Could Fall.,by Tomi Kilgore
2022-11-14 08:23:00,"Private companies to face revaluation cuts next year, executive at big tech investor warns",by Isabel Wang
2022-11-13 19:17:00,Alibaba and Other Chinese Stocks Are Rallying Again. It Doesn’t Make Sense.,by Barron's
2022-11-12 12:19:00,China stocks including Alibaba rise again amid latest reopening hopes,by Barron's
2022-11-11 12:08:00,"Love or Hate Him, Elon Musk Is About to Show Whether Twitter Can Take Flight",by Isabel Wang
2022-11-11 09:39:00,"Alibaba, JD.com, Nio extend rally in Chinese stocks amid continued hope for relaxing COVID rules",by Barron's
2022-11-11 08:18:00,"Alibaba, JD.com, and Tencent Climb on Optimism Over U.S. Audits, China Reopening",by Isabel Wang
2022-11-10 15:42:00,"Alibaba, JD.com, and Other Chinese Stocks Rally Amid Covid Rule Rumors. China Denies It’s Easing Restrictions.",by Barron's
2022-11-10 06:48:00,Alibaba and Nio among Chinese stocks surging as hopes build for country’s reopening,by Philip van Doorn
2022-11-07 10:16:00,"Alibaba stock drops toward 6 1/2-year low, as weak data in China clips U.S. shares of China-based companies",by Barron's
2022-11-07 09:22:00,Why China’s party congress left investors feeling gloomy,by Barron's
2022-11-06 18:12:00,Chinese Stocks Look Cheap. But Bargain Hunters Risk Losing Big.,by Steve Goldstein
2022-11-04 16:36:00,"Alibaba, JD, Baidu, and NIO Sink as China Tech Stocks Follow U.S. Selloff",by Tomi Kilgore
2022-11-04 06:00:00,"It looks like China’s Xi ‘installed a war cabinet’ and removed the reformers, says Kyle Bass",by Associated Press
2022-11-01 11:27:00,Beijing Battered China’s Stock Market. Here’s How to Play It.,by Barron's
2022-11-01 10:17:00,Why investors are fleeing Chinese assets as Xi tightens grip on power,by Barron's
2022-11-01 08:29:00,Chinese Stocks Are a Screaming Bargain. Don’t Buy Them.,by Associated Press
2022-10-31 07:53:00,Chinese Stocks Stagnant After Monday’s Plunge,by Associated Press
2022-10-29 11:31:00,"Xi’s power move punishes Chinese stocks, pushing them down as much as 26% in one day",by Barron's
2022-10-29 08:25:00,Las Vegas Sands and Wynn Are Falling. Xi’s Third Term Makes Investors Fold.,by Barron's
2022-10-28 08:43:00,"Alibaba, Tencent, and Other Chinese Stocks Are in Free Fall. It’s About Xi Jinping.",by Tomi Kilgore
2022-10-26 09:14:00,Hong Kong stocks suffer worst single-day rout since 2008 as Xi consolidates power,by Barron's
2022-10-26 08:54:00,"Nio’s stock dives below $10, Alibaba hits 6½-year low as Xi’s power move fuels fears",by Barron's
2022-10-25 09:44:00,President Xi Consolidates Power in China. Investors Are Running Scared.,by Barron's
2022-10-25 09:08:00,China’s GDP Growth Exceeds Expectations. Markets Aren’t Reassured.,by Ciara Linnane
2022-10-25 05:13:00,"China’s Xi named to third term as party leader, expands powers and promotes allies",by Barron's
2022-10-24 13:38:00,This Money Manager Won’t Apologize for Investing in Europe. It’s Full of Bargains.,by Barron's
2022-10-24 11:25:00,Alibaba and Other China Stocks Jump as President Xi Reassures on Tech,by Emily Bary
2022-10-24 10:21:00,Musk has a ‘super app’ plan for Twitter. It’s super vague,by Barron's
2022-10-24 09:53:00,China president Xi Jinping is all but certain to be given a third five-year term as party leader at the end of party congress that opens Sunday,by Barron's
2022-10-24 09:52:00,Semiconductor Stocks Tumble After U.S. Announces New Chip Restrictions,by Barron's
2022-10-24 06:38:00,New Oriental Is Tumbling. Why It’s a Warning to Other U.S.-Listed Chinese Stocks.,by Barron's
2022-10-24 05:25:00,"Alibaba stock drops after J.P. Morgan cuts price target, turns cautious on revenue outlook",by Barron's
2022-10-23 15:21:00,"Hong Kong Shares Hit 11-Year Low. Alibaba, Tencent, and JD.com Lead Decline.",by Michael Brush
2022-10-20 10:50:00,Alibaba Is Pouring $1 Billion Into Cloud Computing. The Move Is Critical for Its Growth.,by Chris Matthews
2022-10-17 08:40:00,Dow Wavered as Investors Wait for the Fed—and What Else Happened in the Stock Market Today,by Emily Bary
2022-10-15 12:53:00,Goldman Sachs Prefers the US Stock Market. Why Alibaba Is an Exception.,by Barron's
2022-10-14 08:57:00,This AIG spinoff is the biggest IPO of the year at just $1.8 billion in a sign of the deep freeze in new offerings,by Joseph Adinolfi
2022-10-10 13:42:00,"The Dow Slipped, Bed Bath & Beyond Slid—and What Else Happened in the Stock Market Today",by Emily Bary
2022-10-10 08:58:00,Chinese Stocks Slump on New Lockdowns. A Comeback Prediction for Alibaba.,by Barron's
2022-09-29 08:03:00,U.S.-listed Chinese stocks fall amid lockdown restrictions on 65 million people,by Barron's
2022-09-23 08:15:00,"Alibaba, JD.com, NIO, and Other Chinese Stocks Slide as Lockdowns Bite",by Barron's
2022-09-23 06:10:00,China Blinked on Public-Company Audits. It Won’t Happen Twice.,by Barron's
2022-09-19 16:12:00,"The Dow Slipped, Bed Bath & Beyond Tumbled—and What Else Happened in the Stock Market Today",by Barron's
2022-09-19 08:35:00,Alibaba and JD.com Stocks Are Rising. Let the U.S. Audits Begin.,by Barron's
2022-09-14 07:38:00,Baidu Stock Is Tumbling. An Earnings Beat Can’t Offset Falling Revenue.,by Tomi Kilgore
2022-09-06 16:23:00,"U.S.-China relations just got a whole lot better, boosting the prospects of these three stocks",by Barron's
2022-09-06 14:39:00,SEC’s Gensler cautions deal with Chinese is just a ‘first step’ toward avoiding stock delisting,by Barron's
2022-09-06 13:40:00,"Alibaba, Nio stocks rally along with other Chinese names as SEC reaches audit deal with China",by Associated Press
2022-09-05 08:53:00,"Alibaba, JD.com, and Other China Stocks Rose on Potential Deal Ending U.S. Delisting Risk",by Barron's
2022-09-02 12:21:00,"Dow, S&P 500 book best day in 2 weeks ahead of Powell speech at Jackson Hole",by Barron's
2022-08-31 16:40:00,U.S. and China near deal to allow audit inspection of New York listed Chinese companies,by Emily Bary
2022-08-31 11:55:00,Alibaba among China stocks gaining after report details possible resolution to U.S.-China audit issue,by Tomi Kilgore
2022-08-30 10:22:00,"Alibaba, JD.com, and Other Asian Stocks Jump. This Time, Thank China’s Government.",by Emily Bary
2022-08-28 06:34:00,JD.com Stock Jumps as Results Smash Estimates. But It’s Not All Good News.,by Barron's
2022-08-27 13:08:00,"‘Stuck in an ever-so-draining rat race’: Burnout, apathy on the rise rise as China’s youth face bleak job market",by Barron's
2022-08-26 10:21:00,China Stocks Are No Longer a Sure Thing. Where to Invest Now.,by Barron's
2022-08-25 17:11:00,"Bridgewater, World’s Largest Hedge Fund, Sold $1 Billion in Chinese Stocks",by Barron's
2022-08-25 16:33:00,"Walmart, Home Depot, Alibaba, and More Stock Market Movers Tuesday",by Emily Bary
2022-08-25 10:45:00,"Alibaba, JD.com, and Bilibili Fall on Report Tencent to Sell Meituan Stake",by Barron's
2022-08-25 10:41:00,Value of stocks Tiger Global Management held was more than halved during the second quarter,by Barron's
2022-08-25 06:03:00,The SoftBank Experiment Has Failed. Here’s What Comes Next.,by Barron's
2022-08-23 10:41:00,Sinopec and PetroChina to Delist From NYSE. Alibaba Stock Slumps on Concern.,by Barron's
2022-08-22 18:57:00,Three Chinese corporate giants are leaving the New York Stock Exchange,by Emily Bary
2022-08-19 02:30:00,Alibaba Stock Sale to Give SoftBank a $34 Billion Gain,by Barron's
2022-08-16 09:38:00,Alibaba Says Primary Listing in Hong Kong Is Approved,by Mike Murphy
2022-08-16 08:44:00,"Alibaba earnings highlight ‘attractive turnaround story,’ though stock gives back gains",by Barron's
2022-08-16 06:38:00,Alibaba stock gains after earnings as company says trends are improving,by Barron's
2022-08-15 15:10:00,"The Dow Wavered, Alibaba Gained—and What Else Happened in the Stock Market Today",by Barron's
2022-08-14 20:07:00,"Alibaba, Eli Lilly, Walmart and More Stock Market Movers Thursday",by Emily Bary
2022-08-12 09:00:00,Alibaba Stock Jumps on Earnings Beat. Everything Is Still Not Rosy.,by Barron's
2022-08-12 08:03:00,Tech Is Rallying. So Why Is the Sector’s Biggest Global Investor Cashing In?,by Barron's
2022-08-10 07:29:00,SoftBank Is Ready to Slash Its Massive Stake in Alibaba. Here’s Why.,by Barron's
2022-08-09 08:53:00,Alibaba expected to post first revenue decline amid a storm of challenges,by Barron's
2022-08-05 10:33:00,Alibaba and Tesla Rival XPeng Are Teaming Up. Why the Stocks Are Falling.,by Barron's
2022-08-05 07:59:00,Pelosi’s Taiwan Visit Could Jolt Global Stocks,by Associated Press
2022-08-04 19:27:00,"Dow Slips, Boeing Gained—and What Else Happened in the Stock Market Today",by Associated Press
2022-08-04 16:23:00,"Alibaba, Boeing, NIO and More Stock Market Movers Monday",by Therese Poletti
2022-08-04 09:28:00,Oil’s Next Move,by Emily Bary
2022-08-04 07:43:00,Alibaba says it will 'strive to maintain' NYSE listing after cracking SEC's delisting warning list,by Barron's
2022-08-04 06:47:00,Alibaba Stock Rises as E-Commerce Giant Resolves to Maintain U.S. Listing,by Barron's
2022-08-04 05:02:00,Alibaba shares keep sliding in Hong Kong following delisting threat from SEC,by Barron's
2022-08-02 11:07:00,Coal Stages a Sudden Recovery. It Probably Won’t Last.,by Barron's
2022-08-02 10:22:00,People Are Still Investing in Chinese Stocks. What They Know.,by Tomi Kilgore
2022-08-02 08:25:00,Alibaba Added to SEC Delisting Watchlist. It’s One More Reason the Stock Is Slumping.,by Barron's
2022-08-01 18:59:00,Alibaba leads sharp drop in Chinese internet stocks as it heads for worst month since November,by Chris Matthews
2022-08-01 07:55:00,Taiwan Semiconductor Stock Will Benefit From Spending Spree,by Barron's
2022-08-01 07:46:00,Jack Ma Might Step Away From Ant Group. What  That Would Mean for Alibaba.,by Barron's
2022-08-01 06:32:00,"The Dow Slipped, Walmart  Tanked — and What Else Happened in the Stock Market Today",by Tomi Kilgore
2022-08-01 05:44:00,Alibaba Wants to Move Its Stock to Hong Kong. It’s Just the Beginning for Chinese Shares Listed in the U.S.,by Barron's
2022-07-31 23:10:00,Alibaba Stock Jumps as It Seeks Primary Listing in Hong Kong,by James Rogers
2022-07-30 09:59:00,Asian markets rise ahead of possible U.S. rate hike,by Joseph Adinolfi
2022-07-30 09:51:00,"Alibaba to seek primary listing in Hong Kong, in addition to to NYSE",by Tomi Kilgore
2022-07-29 13:44:00,What Happens When a Stock Delists?,by Barron's
2022-07-29 12:24:00,"‘People will freak out’: The cloud boom is coming back to Earth, and that could be scary for tech stocks",by Barron's
2022-07-29 03:30:00,"After a rocky stretch, can Alibaba become ‘boring but steady’ for investors?",by Barron's
2022-07-28 06:52:00,"Alibaba, JD.com, and Other Opportunities in the Tech Wreck",by Barron's
2022-07-26 16:07:00,Jeremy Siegel on Why Today’s Inflation Is Different From the 1970s,by Barron's
2022-07-26 14:20:00,"The Dow Soared, Citigroup Jumped—and What Else Happened in the Stock Market Today",by Tomi Kilgore
2022-07-26 10:35:00,Alibaba Stock Tumbles on Report Shanghai Authorities Probing Data Theft,by Barron's
2022-07-25 23:59:00,Alibaba cloud executive called in by Shanghai authorities regarding data break--WSJ,by Barron's
2022-07-25 22:08:00,China’s Second Quarter Was Grim. Here’s What It Means for Its Stock Recovery.,by Barron's
2022-07-25 06:30:00,SEC Chief Gensler questions whether deal can be made to keep Chinese stocks listed in U.S.,by Tomi Kilgore
2022-07-23 08:43:00,Alibaba Is Tumbling. Chinese Tech Stocks Have a New Headache.,by Barbara Kollmeyer
2022-07-20 13:03:00,Alibaba Is on a Roll. Why Chinese Tech Stocks Are Trouncing the S&P 500.,by Barron's
2022-07-18 08:41:00,Alibaba Is Dropping. Why Wall Street Suddenly Loves the Stock.,by Barron's
2022-07-15 20:33:00,Alibaba Stock Is Back in Its Groove. Why Chinese Tech Could Keep Outperforming.,by Barron's
2022-07-15 16:31:00,"Intel wins latest race in chip uses for the cloud, says KeyBanc Capital Markets",by Emily Bary
2022-07-14 12:12:00,JD.com Considers On-Demand Food Delivery in China. It Would Face Off Against Alibaba and Meituan.,by Tomi Kilgore
2022-07-14 11:56:00,"Dow ends lower in mixed finish for U.S. stocks, S&P 500 suffers worst week since March 2020",by Associated Press
2022-07-14 08:16:00,Alibaba Stock Rises on Report Ant Group Could Be Given Permission to Set Up Bank Holding Company,by Emily Bary
2022-07-13 14:12:00,"Alibaba, NIO stocks soar after report Ant Group OK'd to set up financial holding company",by Tomi Kilgore
2022-07-11 10:37:00,Alibaba Stock Is Popular Among Bargain Hunters Now,by Tomi Kilgore
2022-07-08 11:00:00,NIO Stock Is Jumping. It’s Not Just About a New Car.,by Tomi Kilgore
2022-07-06 10:10:00,Alibaba Stock Is Tanking Again. Are Regulators Really Easing Up?,by Tomi Kilgore
2022-07-06 06:17:00,Stocks Closed in the Red. Fed Dread Was the Big Downer.,by Tomi Kilgore
2022-07-05 08:18:00,Alibaba Stock Has Jumped to Its Highest Level in Months. What’s Driving the Shares Now.,by Barron's
2022-06-24 13:39:00,"DiDi, Nio, Alibaba stocks surge, amid signs China's regulatory hold on tech continues to ease",by Steve Goldstein
2022-06-20 02:00:00,China’s Tech-Stock Bounce Could Be Short-Lived. Sit Out This Rally.,by Emily Bary
2022-06-18 07:24:00,"Stock Market Today: The Dow Is Slipping, Oil Prices Are Rising, and Alibaba Is Jumping",by Barron's
2022-06-17 11:20:00,"China Is Lifting Covid Restrictions. Alibaba, JD.Com, and Other Stocks Are Rising.",by Barron's
2022-06-17 07:30:00,"China stocks enjoy big, broad rally as Shanghai moves toward lifting COVID lockdown measures",by Barron's
2022-06-16 08:29:00,Here’s what Goldman Sachs sees as the next big there-is-no-alternative-trade,by Tomi Kilgore
2022-06-14 13:58:00,Al Gore’s Investment Firm Bought Alibaba and Salesforce. It Sold Cisco and Microsoft.,by Tomi Kilgore
2022-06-09 11:28:00,Alibaba Stock Is Rallying After China Moves to Ease Lockdown Measures,by Barron's
2022-06-08 16:11:00,Alibaba Stock Falls Back After Rallying. China Lockdowns Dampen an Earnings Beat.,by Tomi Kilgore
2022-06-08 12:16:00,"Alibaba stock soars after earnings beat, signs of ‘improving’ conditions amid COVID-19 resurgence",by Barron's
2022-06-08 07:57:00,"Global shares’ rise broadly cheered by U.S. earnings, rally",by Barron's
2022-06-01 09:12:00,Alibaba Stock Gains on Earnings Beat. Its Sales Were a ‘Relief.’,by Tomi Kilgore
2022-05-31 16:07:00,Alibaba shares gain after earnings beat,by Barron's
2022-05-31 13:12:00,Ex-Alibaba.com President Named Payoneer Co-CEO,by Barron's
2022-05-31 11:47:00,Alibaba executive draws scorn for proposed individual carbon tracker,by Barron's
2022-05-31 07:14:00,Alibaba earnings preview: COVID-19 lockdowns could ‘amplify’ challenges,by Tomi Kilgore
2022-05-30 09:00:00,NYSE Sees More Chinese Companies Listing in the U.S. and Hurdles for Stocks Like Alibaba Cleared in Months,by Barron's
2022-05-30 06:01:00,Alibaba Leads Chinese Tech Stocks Into Another Slump. Why More Pain Could Come.,by Barron's
2022-05-27 09:28:00,Alibaba’s Target Price Is Cut. Slowing E-Commerce Demand Seen Impacting Earnings.,by Barron's
2022-05-27 07:55:00,"China ADSs are flying as fading regulatory headwinds send iQIYI, NIO and Alibaba stocks surging",by Barron's
2022-05-27 06:25:00,J.P. Morgan Says Buy Tencent and Alibaba. Why They’re Now Positive on Chinese Tech Stocks.,by Barron's
2022-05-27 05:52:00,"While SoftBank is Struggling, Its Chip Unit Is Thriving. An IPO Is Coming.",by Steve Goldstein
2022-05-26 10:25:00,DiDi Stock Plunges. An SEC Probe Has Alibaba and JD.com Investors On Edge.,by Barron's
2022-05-26 07:30:00,DiDi's stock selloff after SEC probe disclosure weighs on U.S.-listed shares of other China-based companies,by Barron's
2022-05-26 07:16:00,"Alibaba Stock Tumbled, Then Rebounded, on ‘Ma’ Confusion. What to Know.",by Barron's
2022-05-26 07:14:00,China Tries to Steady Its Economy. Be Cautious.,by Barron's
2022-05-26 07:13:00,"Alibaba, JD.com Stocks Jump as Chinese Government Pledges More Stimulus",by Barron's
2022-05-26 07:12:00,"China plans reprieve for tech giants, including delaying new rules, as economy slows",by Tomi Kilgore
2022-05-26 07:11:00,"Alibaba, other China ADRs soar after WSJ report China to pause putting pressure on tech giants",by Barron's
2022-05-25 15:28:00,Alibaba Stock Rises After China Signals Economic Support. It Might Not Matter.,by Steve Goldstein
2022-05-24 16:47:00,Alibaba Stock Drops to Its Lowest Level in 6 Years. What’s Behind the Latest Fall.,by Barron's
2022-05-24 08:32:00,"Alibaba, Bilibili, and China Tech Stocks Slide on Livestreaming Crackdown",by Barron's
2022-05-23 16:14:00,Charlie Munger’s Daily Journal Slashed Its Stake in Alibaba Stock,by Barron's
2022-05-19 09:17:00,Alibaba Stock Is Getting Hit by China’s Latest Covid Outbreak. 4 Reasons for Optimism.,by Barron's
2022-05-18 09:58:00,The stock market is behaving a lot like it did during the Iraq war. Here’s the future if the pattern continues.,by Emily Bary
2022-05-18 07:22:00,China’s Covid-19 Lockdowns Could Crimp Alibaba Earnings,by Barron's
2022-05-17 12:30:00,Alibaba Stock and JD.com Are Falling Again. 3 Things Weighing on Chinese Tech.,by Emily Bary
2022-05-17 12:30:00,China’s Revised Delisting Rule Boosts Alibaba and Other Stocks. But Investors Should Consider Selling on the Rally.,by Barbara Kollmeyer
2022-05-16 07:41:00,"Why the Rally in Alibaba, NIO, and Other Chinese Stocks May Be Short-Lived",by Barron's
2022-05-12 17:37:00,"Alibaba, DiDi, NIO, and Other Chinese Stocks Soar. A Critical Headwind May Be Easing.",by Barron's
2022-05-04 10:16:00,Chinese ADRs surge after report of China authorities' plans to give access to audits,by Barron's
2022-05-04 08:45:00,Meituan Looks to Expand Its E-Commerce Business. It Wants to Rival Alibaba and JD.com.,by Barron's
2022-05-03 09:11:00,Alibaba Just Increased Its Bet on an Augmented Reality Glasses Maker. The Stock Is Rising.,by Mark DeCambre
2022-05-02 08:24:00,This fund bailed on techs at the end of the year. Here’s the sector it’s fading now.,by Barron's
2022-04-29 08:35:00,Delisting Chinese Stocks Is Still on the Table. Deal Hopes Are ‘Premature.’,by Mark DeCambre
2022-04-29 08:23:00,"First Alibaba, Now Toyota. Why Companies Are Suddenly Buying Back Their Stock.",by Barron's
2022-04-29 08:05:00,"The Dow Rose, Alibaba Jumped—and What Else Happened in the Stock Market Today",by Steve Goldstein
2022-04-26 08:53:00,"Tencent Music’s Stock Is Jumping. Thanks, Alibaba.",by Barron's
2022-04-25 08:29:00,"Alibaba, Bilibili shares lead sharp rally for Chinese internet stocks",by Barron's
2022-04-19 09:33:00,Alibaba Stock Is Soaring After Buyback Program Boosted to $25 Billion. Here’s Why.,by Tomi Kilgore
2022-04-11 16:33:00,Alibaba increases buyback program to $25 billion,by Barron's
2022-04-08 09:42:00,"Here’s what it will take to make stocks a ‘great’ buying opportunity, says this strategist",by Tomi Kilgore
2022-04-07 09:07:00,The S&P Experienced a Death Cross. Here’s the Bright Side.,by Barron's
2022-04-06 11:55:00,Alibaba and Other Chinese Stocks Could Get Delisted. What That Means for China Funds.,by Barron's
2022-04-06 09:00:00,Alibaba and JD.com Stocks Are Dropping a Day After Their Largest Gains Ever. What Now?,by Barron's
2022-04-04 13:57:00,"The S&P 500 Slipped, Alibaba  Tumbled—and What Else Happened in the Stock Market Today",by Emily Bary
2022-04-04 08:49:00,"Dow books 500-point gain after Fed raises interest rates for first time in 4 years, signals more to come",by Barron's
2022-04-01 08:22:00,Alibaba and JD.com Head for Record Gains. What Sparked the Turnaround for Chinese Stocks.,by Barron's
2022-04-01 06:31:00,Here’s why popular China ETFs are on track for their best one-day gain in history,by Tomi Kilgore
2022-03-31 12:31:00,How an Emerging Asia Stock Fund Avoids One-Hit Wonders,by Barron's
2022-03-30 10:31:00,Alibaba and JD.com soar as China pledges to support markets,by Barron's
2022-03-25 11:26:00,"Dow Surges 600 Points, Oil Falls, Bond Yields Pause—and What Else Happened in the Stock Market Today",by Tomi Kilgore
2022-03-24 13:09:00,Alibaba Stock Is Really Hurting. Why It Might Not Bounce Back Anytime Soon.,by Emily Bary
2022-03-24 06:26:00,"Alibaba stock keeps sinking toward a 6-year low, Nio stock also dives as Chinese ADRs continue selloff",by Barron's
2022-03-22 16:23:00,"Alibaba, JD.com, and Tencent Tumble. Why Chinese Stocks Are Under Pressure.",by Mark DeCambre
2022-03-22 12:45:00,Alibaba stock sinks toward 6-year low as China ADRs take another dive,by Emily Bary
2022-03-22 10:37:00,Alibaba and Other Chinese Stocks Are Tumbling. Why It’s Not a Buying Opportunity.,by Emily Bary
2022-03-22 08:43:00,Why Alibaba and Other Chinese Stocks Could Face More Delisting Threats,by Barron's
2022-03-21 20:25:00,Alibaba and Other Chinese Stocks Got Crushed Thursday. Here’s Why.,by Barron's
2022-03-21 09:43:00,U.S.-listed China stocks sink as jitters build about overseas listings,by Barron's
2022-03-18 20:14:00,Why Alibaba Is the ‘Cheapest Company in the World’ Outside Russia,by Barron's
2022-03-18 07:36:00,Metaverse Fever Is High in China. Regulators Are Watching.,by Barron's
2022-03-17 13:09:00,"Competition Is Heating Up in Covid Boosters. Moderna and Pfizer, Take Heed.",by Barron's
2022-03-17 11:39:00,Alibaba Stock Is in the Dumps. Here Are 2 Requirements for a Turnaround.,by Steve Goldstein
2022-03-16 16:33:00,Alibaba shares decline as earnings show slowing e-commerce growth,by Barron's
2022-03-16 10:57:00,Alibaba Earnings Aren’t Bad but the Stock Is Plunging. Here’s What to Like.,by Barron's
2022-03-16 10:55:00,"Swallow your fear and prepare for a ‘relief rally,’ says analyst, as Russia invasion in Ukraine sparks stock-market maelstrom",by Barron's
2022-03-16 05:30:00,Alibaba shares drop after mixed earnings report,by Weston Blasi
2022-03-16 05:28:00,Alibaba earnings to come amid macro pressures on Chinese e-commerce,by Tomi Kilgore
2022-03-15 16:17:00,Alibaba’s Quarterly Profit Is Set to Plummet 60%. Here’s Why.,by Barron's
2022-03-15 10:31:00,"Moderna, Alibaba, Coinbase, Home Depot, Etsy, and Other Stocks to Watch This Week",by Barron's
2022-03-15 09:11:00,Al Gore’s Investment Firm Sold Alibaba and Cisco Stock. It Bought Visa and Microchip.,by Barron's
2022-03-14 08:58:00,"Alibaba Stock and Tencent Are Tumbling. This Time, Blame the Metaverse.",by Tomi Kilgore
2022-03-14 07:02:00,Virgin Galactic Invites the Public to a $450K Space Jaunt,by Tomi Kilgore
2022-03-11 13:40:00,Alibaba and Tencent E-Commerce Sites Added to U.S. Counterfeit and Piracy List,by Barron's
2022-03-11 13:09:00,Ray Dalio’s Bridgewater boosts its bets on China,by Tomi Kilgore
2022-03-10 19:40:00,"Giant Pension Exited Alibaba and Bought Coinbase, Lucid, and Rivian Stock",by Tomi Kilgore
2022-03-10 13:26:00,Alibaba Earnings Are Coming. 4 Numbers to Watch.,by Barron's
2022-03-04 11:43:00,SoftBank Earnings Plunge in Growth Stock Selloff,by Barron's
2022-03-04 09:18:00,NBC’s Mike Tirico tackles ‘sportswashing’ and China’s treatment of Uyghur Muslims,by Tomi Kilgore
